"","ref_musee","telephone1","sitweb","region","departement","osm_id","name","number","street","postal_code","city","country","country_code","status","lat","lon","payant.2018","gratuit.2018","total.2018","payant.2017","gratuit.2017","total.2017","payant.2016","gratuit.2016","total.2016","payant.2015","gratuit.2015","total.2015","payant.2014","gratuit.2014","total.2014","payant.2013","gratuit.2013","total.2013"
"1","0126901","0474750750","www.musees.ain.fr","AUVERGNE-RHÔNE-ALPES","AIN",138473284,"Musée de la Résistance et de la Déportation de l'Ain","3","Montée de l'Abbaye","01130","Nantua","France","fr","open",46.1525,5.60827747048556,7851,5096,12947,1764,2433,4197,786,244,1030,3893,1979,5872,7149,4270,11419,7206,3373,10579
"2","1458201","0231310003","www.lintercom.fr","NORMANDIE","CALVADOS",329998597,"Château de Saint-Germain de Livet",NA,"D 268","14100","Saint-Germain-de-Livet","France","fr","open",49.0890928,0.214375676022239,9104,6868,15972,8835,7193,16028,8638,7968,16606,10387,7880,18267,10572,6559,17131,9535,8421,17956
"3","7662401","0235045398","www.musee-horlogerie-aliermont.fr","NORMANDIE","SEINE-MARITIME",1826563,"Association de l'Horlogerie Aliermontaise",NA,NA,"76510","Saint-Nicolas-d'Aliermont","France","fr","open",49.878403,1.2140639,3532,1309,4841,3666,1323,4989,2807,3472,6279,4048,2516,6564,4955,2524,7479,5081,2382,7463
"4","3155509","0567738484","www.museum.toulouse.fr","OCCITANIE","HAUTE-GARONNE",134123637,"Muséum d'Histoire Naturelle",NA,"Allée des Justes des Nations","31400","Toulouse","France","fr","open",43.59334975,1.44953003599785,168455,137341,305796,164336,125526,289862,137034,130549,267583,139251,134681,273932,144037,150530,294567,124863,118569,243432
"5","6604902","0468873192","www.musee-ceret.com","OCCITANIE","PYRENEES ORIENTALES",2004488993,"Musée départemental d'Art Moderne",NA,"Boulevard du Maréchal Joffre","66400","Céret","France","fr","open",42.4859058,2.7484863,48306,6900,55206,56167,23686,79853,50591,21301,71892,43020,28680,71700,47304,16148,63452,52179,25814,77993
"6","5300301","0243049619","Site de la ville","PAYS DE LA LOIRE","MAYENNE",277287315,"Musée des Tisserands Mayennais",NA,"Place Billard de Veaux","53300","Ambrières-les-Vallées","France","fr","open",48.403429,-0.630839047872341,136,171,307,202,113,315,229,122,351,211,14,225,312,40,352,369,43,412
"7","1300101","0442918875","www.aixenprovence.fr/Pavillon-de-Vendome-465","PROVENCE-ALPES-CÔTE D'AZUR","BOUCHES DU RHONE",34505703,"Musée du Pavillon de Vendôme",NA,"Rue Cardinale","13626","Aix-en-Provence","France","fr","open",43.5254678,5.4526102,6742,14364,21106,5488,16006,21494,4435,15085,19520,5274,11739,17013,4850,10312,15162,5158,11392,16550
"8","0608808","0493627240","http://www.nice.fr/fr/culture/musees-et-galerie/palais-lascaris-le-palais","PROVENCE-ALPES-CÔTE D'AZUR","ALPES-MARITIMES",578023554,"Musée du Palais Lascaris","15","Rue Droite","06300","Nice","France","fr","open",43.6974774,7.2772468,20078,32797,52875,24565,15729,40294,15825,15399,31224,17295,11947,29242,0,93178,93178,21295,81225,102520
"9","8313704","0494020201","www.musee-marine.fr/toulon","PROVENCE-ALPES-CÔTE D'AZUR","VAR",842473302,"Musée National de la Marine de Toulon",NA,"Sortie de l'Arsenal","83800","Toulon","France","fr","open",43.12182215,5.92835498379377,26463,30346,56809,30710,24762,55472,23389,34748,58137,21446,36443,57889,21853,35086,56939,25513,39777,65290
"10","8313701","0483954420","www.museum-toulonvar.fr","PROVENCE-ALPES-CÔTE D'AZUR","VAR",145358669,"Muséum d'Histoire Naturelle de Toulon et du Var","737","Chemin du Jonquet","83200","Toulon","France","fr","open",43.1433259,5.91079729714489,0,39299,39299,0,49705,49705,0,43400,43400,0,43744,43744,0,67108,67108,0,77454,77454
"11","0216801","0323690560","www.musee-jean-de-la-fontaine.fr","HAUTS-DE-France","AISNE",5425520722,"Musée Jean de la Fontaine",NA,"Rue Jean De La Fontaine","02400","Château-Thierry","France","fr","open",49.0467222,3.4001157,8088,1509,9597,10557,3292,13849,12038,3040,15078,10481,2353,12834,11956,2216,14172,11841,2145,13986
"12","6811201","0389742289","www.ville-guebwiller.fr/musee-deck/","GRAND EST","HAUT-RHIN",70325197,"Musée Théodore Deck et des Pays du Florival","1","Rue du 4 Février","68500","Guebwiller","France","fr","open",47.90581675,7.21537129481707,1442,3649,5091,1906,4590,6496,791,5094,5885,1534,3961,5495,1206,5122,6328,1335,4594,5929
"13","7510706","0140628425","www.legiondhonneur.fr","ÎLE-DE-France","PARIS",895871273,"Musée National de la Légion d'Honneur et des Ordres de Chevalerie",NA,"Rue de la Légion d'Honneur","75007","Paris","France","fr","open",48.8602845,2.3247488,0,50240,50240,0,50436,50436,0,48651,48651,0,50111,50111,0,58195,58195,0,49531,49531
"14","3155503","0531229540","Site des musées de la région : www.musees-midi-pyrenees.fr/","OCCITANIE","HAUTE-GARONNE",833971998,"Musée Paul Dupuy",NA,"Rue de la Pleau","31000","Toulouse","France","fr","open",43.5969961,1.44691766083441,3842,15216,19058,9439,17343,26782,6680,13268,19948,6490,7695,14185,5031,8326,13357,5547,7923,13470
"15","0608806","0497134680","www.mhnnice.org ou www.nice-coteazur.org","PROVENCE-ALPES-CÔTE D'AZUR","ALPES-MARITIMES",1398474011,"Muséum d'Histoire Naturelle","60","Boulevard Risso","06300","Nice","France","fr","open",43.7019475,7.2797089,1353,1100,2453,1522,4027,5549,1426,2895,4321,1642,3332,4974,0,29527,29527,0,33271,33271
"16","2828001","0237521802","www.ville-nogent-le-rotrou.fr/html/art_cult/musee/collec.htm","CENTRE-VAL DE LOIRE","EURE ET LOIR",6528325404,"Musée de l'Histoire du Perche",NA,"Rue des Marches du Saint-Jean","28400","Nogent-le-Rotrou","France","fr","open",48.3143308,0.820474,5738,7092,12830,5803,7577,13380,9202,10818,20020,7957,11289,19246,9234,11429,20663,8744,6471,15215
"17","6753801","0388890814","www.musee-lalique.com","GRAND EST","BAS-RHIN",1773559189,"Musée Lalique",NA,"Rue du Hochberg","67290","Wingen-sur-Moder","France","fr","open",48.9265922,7.3620686,36413,12153,48566,35706,11568,47274,40198,12378,52576,37986,11324,49310,41478,10448,51926,48870,9955,58825
"18","2432203","0553530092","/www.perigueux-vesunna.fr/","NOUVELLE-AQUITAINE","DORDOGNE",75346425,"Musée Gallo-Romain de Vesunna",NA,"Rue 26e Régiment d'Infanterie","24000","Périgueux","France","fr","open",45.1794786,0.713209632058521,22195,11458,33653,22576,14487,37063,20718,13676,34394,20967,15964,36931,17275,13360,30635,18686,16622,35308
"19","0608811","0493538720","www.musees-nationaux-alpesmaritimes.fr","PROVENCE-ALPES-CÔTE D'AZUR","ALPES-MARITIMES",140067117,"Musée National Marc Chagall","36","Avenue du Docteur Ménard","06000","Nice","France","fr","open",43.709136,7.26952704651163,108132,64757,172889,98185,54361,152546,92397,52906,145303,86745,45008,131753,106900,52054,158954,112414,53526,165940
"20","6137901","0233734806","www.ecomuseeduperche.fr","NORMANDIE","ORNE",4317391883,"Musée Départemental des Arts et Traditions Populaires du Perche",NA,"D 277","61130","Saint-Cyr-la-Rosière","France","fr","open",48.3249849,0.6549988,10492,10129,20621,12071,11814,23885,10068,12013,22081,10789,11693,22482,11765,11540,23305,10182,11818,22000
"21","3035001","0467810686","www.musee-cevenol-levigan.fr ou http://museecevenol-levigan.jimdo.com/","OCCITANIE","GARD",2363137316,"Musée Cévenol","1","Rue des Calquières","30120","Le Vigan","France","fr","open",43.9889631,3.6072627,1383,1994,3377,1856,1855,3711,1491,1721,3212,1580,1932,3512,2069,1464,3533,1840,2782,4622
"22","1104901","0468789119","www.eburomagus.com","OCCITANIE","AUDE",1722803126,"Eburomagus Musée Archéologique","2","Avenue du Razès","11150","Bram","France","fr","open",43.2438113,2.1161341,815,2007,2822,648,2272,2920,866,2504,3370,931,1245,2176,985,1213,2198,1747,1366,3113
"23","0921101","0561010694","Site de la ville : www.citaenet.com/montsegur","OCCITANIE","ARIEGE",1751723922,"Musée d'Archéologie",NA,"D 409","09300","Montségur","France","fr","open",42.8716796,1.8332911,15029,0,15029,15604,0,15604,1397,13791,15188,1666,14716,16382,0,18518,18518,0,17599,17599
"24","4028701","0558780233","www.ville-sanguinet.fr","NOUVELLE-AQUITAINE","LANDES",26246232,"Musée Municipal du Lac",NA,"Allée du Musée","40460","Sanguinet","France","fr","open",44.4825995,-1.0754788,2035,1314,3349,2275,1327,3602,1962,1109,3071,2545,790,3335,1719,1349,3068,1281,330,1611
"25","4214701","0477963915","Site de la ville www.ville-montbrisson.fr","AUVERGNE-RHÔNE-ALPES","LOIRE",163997717,"Musée d'Allard",NA,"Avenue d'Allard","42600","Montbrison","France","fr","open",45.6082165,4.06163371956912,2869,6747,9616,1720,9839,11559,1324,5838,7162,1145,8509,9654,1811,10994,12805,1926,9011,10937
"26","6706101","0388003839","www.museedupaysdehanau.eu","GRAND EST","BAS-RHIN",2399054638,"Musée du Pays de Hanau - Histoire et Vies d’un Territoire",NA,"Rue du Canal","67330","Bouxwiller","France","fr","open",48.8249535,7.4835103,1803,5646,7449,1816,3973,5789,2124,4065,6189,3062,1246,4308,4940,0,4940,5106,0,5106
"27","8509201","0251534004","www.ville-fontenaylecomte.fr","PAYS DE LA LOIRE","VENDEE",252173072,"Musée de Fontenay-le-Comte",NA,"Rampe du Musée","85240","Faymoreau","France","fr","open",46.5560261,-0.6289655,1081,2733,3814,1830,1557,3387,2400,2526,4926,2162,3326,5488,2124,3383,5507,2497,3085,5582
"28","7127501","0385253705","www.tour-du-moulin.fr","BOURGOGNE-FRANCHE-COMTE","SAONE ET LOIRE",2690539792,"Musée de la Tour du Moulin","9","Rue de la Tour du Moulin","71110","Marcigny","France","fr","open",46.274612,4.0431847,1314,777,2091,1290,612,1902,1170,731,1901,1096,603,1699,1433,520,1953,1096,327,1423
"29","6822405","0389428333","www.citedutrain.com","GRAND EST","HAUT-RHIN",4551159534,"Cité du Train",NA,"Rue Alfred de Glehn","68200","Mulhouse","France","fr","open",47.7500026,7.2938678,64954,35363,100317,67957,20190,88147,64390,18062,82452,66480,27123,93603,62268,28804,91072,78346,9125,87471
"30","3818508","0476423853","www.resistance-en-isere.fr","AUVERGNE-RHÔNE-ALPES","ISERE",35081222,"Musée de la Résistance de la Déportation de l'Isère",NA,"Rue Hébert","38000","Grenoble","France","fr","open",45.19011945,5.73520277503324,0,36163,36163,0,27661,27661,0,31146,31146,0,25116,25116,0,28217,28217,0,28749,28749
"31","9111401","0160463360","www.brunoy.fr","ÎLE-DE-France","ESSONNE",48359053,"Musée Municipal Robert Dubois-Corneau",NA,"Rue de la Glacière","91800","Brunoy","France","fr","open",48.7003494,2.50073160632797,139,2555,2694,39,3749,3788,65,4059,4124,67,2804,2871,67,3237,3304,69,3132,3201
"32","5935004","0328368400","www.mairie-lille.fr ou http://www.pba-lille.fr/spip.php?article167","HAUTS-DE-France","NORD",7818582178,"Musée de l'Hospice Comtesse",NA,"Rue de la Monnaie","59021","Lille","France","fr","open",50.6411688,3.0632054,21140,34654,55794,33100,18110,51210,30806,20588,51394,55390,0,55390,29556,22200,51756,89900,0,89900
"33","9106401","0169351650","www.museedelaphoto.fr","ÎLE-DE-France","ESSONNE",7035962879,"Musée Français de la Photographie",NA,"Rue de Paris","91570","Bièvres","France","fr","open",48.762826,2.225102,3849,2758,6607,3462,2432,5894,1932,2052,3984,1644,6970,8614,2446,6128,8574,1579,36712,38291
"34","1320402","0491145950","www.museum-marseille.org","PROVENCE-ALPES-CÔTE D'AZUR","BOUCHES DU RHONE",68977335,"Muséum d'Histoire Naturelle",NA,"Impasse Montbard","13004","Marseille","France","fr","open",43.30378565,5.39459463967337,15666,58934,74600,14179,53339,67518,14276,55173,69449,13241,52136,65377,21177,82366,103543,8425,36247,44672
"35","0615502","0493647183","http://musees-nationaux-alpesmaritimes.fr/picasso/","PROVENCE-ALPES-CÔTE D'AZUR","ALPES-MARITIMES",88040667,"Musée Picasso la guerre et la paix à Vallauris",NA,"Place de la Libération","06220","Vallauris","France","fr","open",43.580016,7.0532145,17910,8502,26412,13516,6714,20230,21355,8732,30087,19260,8531,27791,17921,16255,34176,16910,14098,31008
"36","0601801","0492915030","www.musee-fernandleger.fr ou http://musees-nationaux-alpesmaritimes.fr/fleger/","PROVENCE-ALPES-CÔTE D'AZUR","ALPES-MARITIMES",1416739719,"Musée Fernand Léger",NA,"Chemin du Val de Pome","06410","Biot","France","fr","open",43.6212652,7.1123586,14892,17953,32845,13267,15427,28694,13238,15244,28482,12799,13336,26135,14851,13744,28595,14644,13920,28564
"37","2505604","0381878316","www.citadelle.com","BOURGOGNE-FRANCHE-COMTE","DOUBS",7345774098,"Musée Comtois",NA,"Chemin de Ronde de la Citadelle","25000","Besançon","France","fr","open",47.2298091,6.034391,34270,0,34270,13467,19352,32819,0,0,0,50272,0,50272,0,0,0,0,0,0
"38","3856201","0476680735","www.musee-revolution-francaise.fr","AUVERGNE-RHÔNE-ALPES","ISERE",1249592087,"Musée Départemental de la Révolution Française",NA,"Parvis du Château","38220","Vizille","France","fr","open",45.0757435,5.7735647,0,69610,69610,4671,65331,70002,4748,53268,58016,4152,60923,65075,4143,58640,62783,4364,56352,60716
"39","6800401","0389400194",NA,"GRAND EST","HAUT-RHIN",5144762817,"Musée Sundgauvien d'Altkirch","38","Rue de Luppach","68480","Vieux-Ferrette","France","fr","open",47.5040397,7.3041592,382,4962,5344,854,1542,2396,562,1615,2177,625,3151,3776,546,3420,3966,1030,2168,3198
"40","5960601","0327225720","www.valenciennes.fr(culture/musee)","HAUTS-DE-France","NORD",626582331,"Musée des Beaux-Arts",NA,"Rue des Incas","59300","Valenciennes","France","fr","open",50.3575723,3.5306353,65635,22885,88520,23323,11894,35217,25149,15284,40433,7745,12318,20063,31504,0,31504,38880,0,38880
"41","7654009","0235712882","Site des musées de la région ou www.rouen.fr/corneille ou www.rouen-histoire.com/Corneille/","NORMANDIE","SEINE-MARITIME",8063434964,"Musée-Maison Natale Pierre Corneille",NA,"Rue de la Pie","76000","Rouen","France","fr","open",49.4430989,1.0867988,0,7699,7699,0,5953,5953,0,5730,5730,0,7092,7092,0,3911,3911,0,5717,5717
"42","3417203","0467148300","www.museefabre.montpellier3m.fr","OCCITANIE","HERAULT",1226892,"Musée Fabre",NA,"Cour de la Mosaïque","34062","Montpellier","France","fr","open",43.6117542,3.88012743260019,226223,68054,294277,225213,27828,253041,210596,88625,299221,111200,80524,191724,124382,92437,216819,195794,86275,282069
"43","1305507","0491145880","Site de la ville","PROVENCE-ALPES-CÔTE D'AZUR","BOUCHES DU RHONE",4945719803,"Musée d'Archéologie Méditerranéenne",NA,"Rue de la Vieille Tour","13000","Marseille","France","fr","open",43.3005836,5.3682814,78748,118240,196988,40401,60031,100432,36294,18578,54872,52124,62920,115044,71251,43880,115131,55467,60114,115581
"44","1320101","0491622182","www.marseille.fr","PROVENCE-ALPES-CÔTE D'AZUR","BOUCHES DU RHONE",67708610,"Musée Grobet-Labadié",NA,"Place Henri Dunant","13001","Marseille","France","fr","open",43.30331955,5.39297786857565,0,3313,3313,0,1485,1485,0,1917,1917,0,7434,7434,0,2943,2943,16683,0,16683
"45","5806202","0386851855","www.cg58.fr/patrimoi/costu.htm","BOURGOGNE-FRANCHE-COMTE","NIÈVRE",3618004518,"Musée du Costume",NA,"Place du Château","58120","Château-Chinon (Ville)","France","fr","open",47.0672537,3.9351818,2684,894,3578,2848,892,3740,2934,1021,3955,3009,1131,4140,3483,1359,4842,3881,1527,5408
"46","7101404","0385520915","www.autun.com/tourisme/museum.php","BOURGOGNE-FRANCHE-COMTE","SAONE ET LOIRE",223582725,"Museum d'Histoire Naturelle Jacques de La Comble",NA,"Allée Jacques de la Comble","71400","Autun","France","fr","open",46.9499423,4.3172422,556,2384,2940,533,2270,2803,507,2584,3091,1244,2275,3519,1453,2137,3590,1008,1929,2937
"47","7301101","0479378686","www.albertville.fr","AUVERGNE-RHÔNE-ALPES","SAVOIE",152123714,"Musée Municipal d'Albertville-Conflans",NA,"Place de Conflans","73200","Albertville","France","fr","open",45.670647,6.39710073809524,3326,2289,5615,2928,2575,5503,4065,1889,5954,2952,2170,5122,3053,3370,6423,2317,2275,4592
"48","5730601","0382857655","www.musee.desminesdefer-lorraine.com","GRAND EST","MOSELLE",743473900,"Musée des Mines de fer de Lorraine",NA,"Rue du Musée","57700","Neufchef","France","fr","open",49.325366,6.02815101027397,15234,1460,16694,16309,1372,17681,16237,1884,18121,16736,1579,18315,17601,1585,19186,17406,1336,18742
"49","9531301","0174561123","http://musee.ville-isle-adam.fr","ÎLE-DE-France","VAL D'OISE",2584777625,"Musée d'Art et d'Histoire Louis Senlecq",NA,"Grande Rue","95290","L'Isle-Adam","France","fr","open",49.1125448,2.2159284,944,3167,4111,744,3684,4428,819,4222,5041,424,1248,1672,1916,4948,6864,2540,7177,9717
"50","7510709","0156617000","www.quaibranly.fr","ÎLE-DE-France","PARIS",17954721,"Musée du Quai Branly - Jacques Chirac","37","Quai Branly","75007","Paris","France","fr","open",48.8609943,2.29796963519583,564215,697602,1261817,546417,627297,1173714,284726,626119,910845,317688,716938,1034626,422920,765194,1188114,334417,735042,1069459
"51","7623101","0232963040","www.la-crea.fr ou Site des musées de la région","NORMANDIE","SEINE-MARITIME",6125652532,"Musée d'Elbeuf","7","Cours Gambetta","76500","Elbeuf","France","fr","open",49.2849932,1.0058403,6223,16869,23092,7272,18091,25363,0,65248,65248,0,37685,37685,0,37816,37816,2933,29608,32541
"52","3919801","0384792585","Site de la ville ou site des musées de la région","BOURGOGNE-FRANCHE-COMTE","JURA",946483217,"Musée des Beaux-Arts",NA,"Rue des Arènes","39100","Dole","France","fr","open",47.0896386,5.4891469,0,23507,23507,0,22149,22149,0,20692,20692,0,18229,18229,0,24952,24952,0,21681,21681
"53","6938901","0472175454","www.museepompiers.com/","AUVERGNE-RHÔNE-ALPES","RHÔNE",125076993,"Musée des Sapeurs-Pompiers de Lyon",NA,"Avenue de Lanessan","69009","Lyon","France","fr","open",45.7912535,4.79852564190976,5439,5241,10680,4517,7311,11828,3776,5477,9253,4063,4371,8434,4058,2486,6544,3233,1813,5046
"54","1803303","0248578115","site de la ville www.ville-bourges.fr","CENTRE-VAL DE LOIRE","CHER",64604953,"Musée du Berry","4","Rue des Arènes","18000","Bourges","France","fr","open",47.08530015,2.39267207904075,28893,4636,33529,6007,2597,8604,0,14160,14160,0,15106,15106,0,16313,16313,0,13613,13613
"55","5746302","0387201320","www.musee.metzmetropole.fr","GRAND EST","MOSELLE",63234063,"Musées de la Cour d'Or",NA,"Rue de la Boucherie Saint-George","57045","Metz","France","fr","open",49.1213164,6.17852510069008,24869,33541,58410,22607,23256,45863,32184,10163,42347,18999,22686,41685,23863,25641,49504,18732,26174,44906
"56","9202301","0145342263","www.fondationarp.org","ÎLE-DE-France","HAUTS DE SEINE",29036,"Fondation Arp",NA,NA,"92140","Clamart","France","fr","open",48.800368,2.2630292,1821,1185,3006,1620,574,2194,997,1070,2067,927,1522,2449,1303,449,1752,1579,423,2002
"57","6121401","0233241240","www.ville-laigle.fr","NORMANDIE","ORNE",2006338406,"Musée Municipal d'Archéologie","12","Rue Joseph Rey","38000","Grenoble","France","fr","open",45.1861012,5.7170417,370,607,977,483,948,1431,365,619,984,438,631,1069,832,419,1251,527,397,924
"58","5021803","0233614821","www.musee-dior-granville.com","NORMANDIE","MANCHE",135528003,"Musée Christian Dior",NA,"Rue du Docteur Ollivier","50400","Granville","France","fr","open",48.8429745,-1.59254348148148,49563,7439,57002,48464,7851,56315,37418,6586,44004,32969,5580,38549,35509,4801,40310,48238,0,48238
"59","6410201","0559590898","www.musee-basque.com","NOUVELLE-AQUITAINE","PYRÉNÉES ATLANTIQUES",631661850,"Musée Basque et de l'Histoire de Bayonne","37","Quai des Corsaires","64100","Bayonne","France","fr","open",43.4910854,-1.473799,20874,43592,64466,22787,39359,62146,26348,34927,61275,20179,26749,46928,15793,21809,37602,16196,21884,38080
"60","0415801","0492740959","www.museeprehistoire.com","PROVENCE-ALPES-CÔTE D'AZUR","ALPES DE HAUTE PROVENCE",88754715,"Musée départemental de préhistoire",NA,"Route de Montmeyan","04500","Quinson","France","fr","open",43.69970475,6.03711834431034,62629,11994,74623,63151,10851,74002,58433,11552,69985,58658,12702,71360,58502,9915,68417,60634,9601,70235
"61","7654010","0235073174","http://museedelaceramique.fr","NORMANDIE","SEINE-MARITIME",4403230180,"Musée de la Céramique","1","Rue Faucon","76000","Rouen","France","fr","open",49.4455129,1.0936222,10046,0,10046,19776,5518,25294,1108,8531,9639,3244,3595,6839,2769,3370,6139,3681,4099,7780
"62","3306701","0557682357","Site des musées d'aquitaine","NOUVELLE-AQUITAINE","GIRONDE",3594252315,"Musée de la Voiture à Cheval. Au temps des calèches",NA,"Rue du Roc","33710","Bourg","France","fr","open",45.0389607,-0.5614182,1994,1504,3498,3017,1909,4926,1101,1395,2496,1865,1207,3072,1999,965,2964,1879,770,2649
"63","2123102","0380488370","Site des musées de Bourgogne - www.musees-bourgogne.org","BOURGOGNE-FRANCHE-COMTE","CÔTE D’OR",1493118991,"Musée Archéologique",NA,"Place Saint-Bénigne","21000","Dijon","France","fr","open",47.3216174,5.0348411,0,38942,38942,0,22776,22776,0,33119,33119,0,34528,34528,0,29833,29833,0,27409,27409
"64","6938501","0478420361","www.gadagne.musees.lyon.fr","AUVERGNE-RHÔNE-ALPES","RHÔNE",700244364,"Musées Gadagne",NA,"Rue de la Fronde","69005","Lyon","France","fr","open",45.7640445,4.82728874210309,31545,47317,78862,32200,42685,74885,46729,32720,79449,27710,44006,71716,45069,55230,100299,46636,58497,105133
"65","5626002","0297016300",NA,"BRETAGNE","MORBIHAN",145189774,"Musée d'Histoire et d'Archéologie de Vannes","2","Rue Noé","56000","Vannes","France","fr","open",47.6568685,-2.75798382246377,3034,7228,10262,2679,4575,7254,2817,4276,7093,1910,4063,5973,1822,3478,5300,2162,4507,6669
"66","6923501","0474537401","En cours de réactualisation en 2017 - ouverture prévue en 2017","AUVERGNE-RHÔNE-ALPES","RHÔNE",131339006,"Musée Archéologique",NA,"D 502","69560","Saint-Romain-en-Gal","France","fr","open",45.5291012,4.8704538527402,22722,53684,76406,23693,51100,74793,24799,52189,76988,20782,48909,69691,22595,57839,80434,21758,60495,82253
"67","6311303","0473423200","www.clermont-ferrand.fr/-Museum-Henri-Lecoq-.html","AUVERGNE-RHÔNE-ALPES","PUY DE DÔME",67552132,"Muséum d'Histoire Naturelle Henri-Lecoq","15","Rue Bardoux","63000","Clermont-Ferrand","France","fr","open",45.77414595,3.0884366874758,4480,25135,29615,7645,37141,44786,4595,26750,31345,5005,24745,29750,2884,21238,24122,3177,19645,22822
"68","6730001","0388495938","www.chartreuse-molsheim.info","GRAND EST","BAS-RHIN",58887086,"Musée de la Chartreuse",NA,"Rue des Étudiants","67120","Molsheim","France","fr","open",48.5428428,7.49042212336198,5367,1596,6963,4641,2053,6694,4199,2239,6438,4119,1318,5437,4119,1331,5450,4105,862,4967
"69","7510303","0153018653","www.mahj.org","ÎLE-DE-France","PARIS",56687783,"Musée d'Art et d'Histoire du Judaïsme",NA,"Passage Sainte-Avoie","75003","Paris","France","fr","open",48.8612664,2.35544164764573,69157,43361,112518,58587,40920,99507,52721,31983,84704,55380,35848,91228,78506,44362,122868,79340,38304,117644
"70","7510403","0155425010","www.crypte.paris.fr","ÎLE-DE-France","PARIS",159896046,"Crypte Archéologique du Parvis Notre-Dame",NA,"Parvis Notre-Dame - Place Jean-Paul II","75004","Paris","France","fr","open",48.85354265,2.34819811637647,39069,117206,156275,46221,124969,171190,51296,127623,178919,165628,0,165628,53211,144829,198040,68662,154737,223399
"71","7904201","0549051213","www.deux-sevres.com/musee-bougon","NOUVELLE-AQUITAINE","DEUX-SEVRES",1405861,"Musée des Tumulus de Bougon",NA,"Route de Pamproux","79800","Bougon","France","fr","open",46.3779715,-0.067125642746785,13965,2711,16676,13553,2852,16405,12574,4488,17062,14190,5401,19591,12887,5864,18751,10876,6511,17387
"72","4729201","0553407303","www.sauveterre-prehistoire.fr ou www.tourisme-fumelois.fr","NOUVELLE-AQUITAINE","LOT ET GARONNE",5827779554,"Musée de Préhistoire Mésolithique Laurent Coulonges",NA,"D 68","47500","Sauveterre-la-Lémance","France","fr","open",44.5904194,1.0137463,2350,372,2722,2324,326,2650,2222,379,2601,2375,334,2709,2709,206,2915,2836,663,3499
"73","1120601","0468318503","www.limoux.fr/fr/tourisme/musee_petiet.html","OCCITANIE","AUDE",799714487,"Musée Petiet",NA,"Avenue Fabre d'Églantine","11300","Limoux","France","fr","open",43.0534043,2.2144622,709,2717,3426,474,2046,2520,467,2549,3016,846,1808,2654,900,1745,2645,590,2206,2796
"74","1214501","0565590108","www.millauculture.fr ou www.ot-millau.fr","OCCITANIE","AVEYRON",187705210,"Musée Municipal de Millau",NA,"Rue de la Madeleine","12620","Saint-Beauzély","France","fr","open",44.164187,2.9579286798419,10480,8836,19316,4774,6339,11113,3303,13380,16683,3440,14317,17757,8927,8052,16979,4501,15461,19962
"75","4410904","0811464644","www.château-nantes.fr","PAYS DE LA LOIRE","LOIRE-ATLANTIQUE",6808838,"Musée du Château des Ducs de Bretagne","4","Place Marc Elder","44000","Nantes","France","fr","open",47.21609735,-1.5499958913608,148735,184005,332740,94794,175448,270242,79692,152032,231724,91337,147117,238454,127097,138367,265464,80509,99563,180072
"76","1038707","0325809897","www.musees-troyes.com","GRAND EST","AUBE",6454674,"Pharmacie Musée de l'Hôtel-Dieu",NA,"Rue de la Cité","10000","Troyes","France","fr","open",48.29898965,4.07850115359695,1196,4869,6065,4437,7961,12398,3640,7847,11487,3411,7428,10839,2603,6966,9569,2834,6234,9068
"77","0805301","0324271586","www.maisondeladernierecartouche.com","GRAND EST","ARDENNES",1874188907,"Musée de la Maison de la Dernière Cartouche",NA,"Avenue de la Dernière Cartouche","08140","Bazeilles","France","fr","open",49.6817859,4.9754729,1175,1388,2563,1029,1344,2373,1044,984,2028,924,724,1648,1043,960,2003,1173,865,2038
"78","6748203","0388525000","www.musees.strasbourg.eu","GRAND EST","BAS-RHIN",239830896,"Musée des Beaux-Arts",NA,"Place du Marché aux Poissons","67065","Strasbourg","France","fr","open",48.5806606,7.7521404,34680,39061,73741,32087,34446,66533,29610,30636,60246,32920,41059,73979,27783,25053,52836,29946,25888,55834
"79","6748213","0369063727","www.musees-strasbourg.eu","GRAND EST","BAS-RHIN",486650189,"Musée Tomi Ungerer",NA,"Rue Joseph Massol","67073","Strasbourg","France","fr","open",48.58570885,7.75503698999828,25000,25000,50000,22411,22430,44841,21732,22655,44387,22853,25758,48611,20175,20566,40741,19511,29410,48921
"80","5912201","0327822790","www.villedecambrai.com/culture/musee.html","HAUTS-DE-France","NORD",6098585497,"Musée Municipal de Cambrai","15","Rue de l'Épée","59400","Cambrai","France","fr","open",50.1734096,3.2299021,706,7885,8591,1293,8662,9955,2849,8602,11451,1792,9551,11343,2784,10654,13438,1883,13749,15632
"81","5952601","0327222693","Site de la ville","HAUTS-DE-France","NORD",2060779461,"Musée de la Tour Abbatiale",NA,"Grand'Place","59230","Saint-Amand-les-Eaux","France","fr","open",50.4489646,3.4287208,0,8536,8536,0,10038,10038,0,17683,17683,0,13308,13308,0,13063,13063,0,14550,14550
"82","4205203","0477602884","http://www.ville-charlieu.fr/avoir/musees/le-musee-hospitalier","AUVERGNE-RHÔNE-ALPES","LOIRE",2959298116,"Musée Hospitalier",NA,"Rue Jean Morel","42190","Charlieu","France","fr","open",46.159575,4.1712806,0,0,0,2630,837,3467,2711,929,3640,2152,1019,3171,3114,1562,4676,2633,1431,4064
